rmse,mae,spearman
2.302826404571533,1.8017669916152954,0.4050251817814039
2.574136257171631,1.950061321258545,0.41435055378968605
2.26944899559021,1.7573195695877075,0.4919932410168729
2.0760252475738525,1.611722469329834,0.4400997193577907
2.350139856338501,1.8060020208358765,0.40647691824811455
